F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
3.966,9.418,1,2572.17,1.233394,-7378.98,-10.317,-2143.62,-69.88,-4.683,9.994,-1.96,-6799.9,1,-5.139,1836.24,12817.818,9.77574,2050.4,,TRUE
2.9134,6.943,1,1062.06,1.3645,-7777.44,-7.5804,-2527.07,-56.67,-6.452,5.0628,-0.96,-6892.9,1,-7.308,2530.5,12133.16,15.522,-222.88,17.14,FALSE
5.693,8.5248,1,2441.88,1.28533,-7253.88,-7.596,-2135.02,-48.684,-5.15,7.132,-1.96,-7240.458,0,-1.39524,9125.1,12856.54,11.1207,161.8,20.92,FALSE
3.794,8.0824,1,2498.55,2.0913,-7925.46,-11.619,-1963.77,-77,-4.332,7.41,-1.96,-7371.48,1,-1.4757,9449.1,12678.58,9.9663,-779.4,18.18,FALSE
3.4231,7.8288,1,2576.76,1.927,-7941.39,-11.772,-2094.67,-56.68,-5.478,6.2326,-1.96,-6938.1,0,-7.149,2461.5,13006.12,9.9531,-254.64,24.6,TRUE
2.8274,7.0364,0,3770.16,1.506,-8137.08,-10.221,-2554.37,-67.4,-5.012,5.341,-0.96,-4329.7,1,-12.177,2050.26,12830.584,12.1854,-268.9,21.64,FALSE
2.6812,12.996,0,2248.14,2.1723,-7895.508,-11.043,-1047.17,-42.7812,-5.782,4.75362,-1.96,-6608.3,0,-1.7697,154.2,11955.56,13.452,-309.248,,FALSE
3.0939,11.592,1,2144.31,1.3564,-15673.98,-8.9409,-2228.87,-47.522,-3.40566,5.4632,-0.96,-6743.5,0,-5.862,2690.4,12789.44,9.76815,-461.64,,TRUE
3.2615,7.1764,1,1113.36,1.5441,-8169.18,-10.977,-2038.91,-45.712,-3.9584,6.758,-0.96,-7250.5314,0,-2.6283,2999.4,12829.918,12.57,-304.996,22.14,TRUE
5.269,7.3264,1,3188.16,1.3436,-8455.08,-11.775,-2281.67,-52.94,-4.1407,5.4594,-0.96,-7042.1,1,-1.4511,11231.1,12830.55,13.113,-315.332,,TRUE
2.5994,9.518,1,2051.73,2.2237,-7769.73,-7.8984,-1907.17,-44.877,-4.3294,6.2966,-1.96,-9669.7,0,-3.258,1794.6,12887.42,20.574,-304.278,21.12,FALSE
4.272,7.1222,0,1265.16,2.404,-7967.19,-7.9905,-2806.07,-53.5,-5.533,5.2078,-1.96,-6955.3,1,-1.34361,15302.1,12868.08,13.581,-200.82,,FALSE
4.489,6.9668,0,1748.76,3.879,-10396.68,-10.902,-2213.87,-55.85,-3.4047,4.9732,-1.96,-7164.7,0,-2.5872,4218.9,12795.06,11.5539,-274.26,,TRUE
2.6503,7.53,0,3941.16,1.7335,-7201.08,-8.4999,-2084.108,-75.54,-4.509,4.7424,-0.96,-5362.3,0,-1.9866,3641.7,13075.16,11.3817,-117.22,20.78,FALSE
3.3336,7.8294,0,1763.16,1.4246,-8168.85,-6.99618,-2088.49,-41.9642,-4.565,9.31,-0.96,-6813.5,0,-4.305,1553.1,12814.686,11.0373,-308.118,19.34,FALSE
3.1339,8.2342,0,2070.48,1.8561,-9677.88,-14.025,-2064.52,-79.68,-3.5475,10.326,-0.96,-7067.54,1,-5.229,2610.6,12816.91,13.179,-337.82,25.32,TRUE
2.60188,7.0734,1,5101.56,1.4456,-7843.26,-15.225,-4656.17,-52.03,-4.1015,4.7798,-0.96,2222.3,0,-1.9815,5059.5,12857.6,16.149,-252,21.64,TRUE
2.9093,7.5238,0,1984.53,1.9684,-8284.98,-9.7782,-691.17,-45.253,-4.94,4.74726,-1.96,-6531.5,1,-1.39473,-5649.9,12819.312,11.1099,-535.6,,FALSE
2.7408,6.75408,0,2951.46,1.8747,-6869.88,-11.316,-1698.37,-45.557,-4.1104,5.2844,-1.96,-9096.7,1,-3.1875,3924,12816.154,10.1727,102.2,22.02,FALSE
2.8445,6.75206,0,5917.26,1.231109,-8182.86,-9.7473,-1973.07,-59.99,-3.8871,5.8926,-1.96,-6183.7,1,-4.422,1668.3,13000.68,10.107,-615,21.94,TRUE
2.7135,7.245,0,1761.66,1.6355,-9586.98,-8.8848,-1889.77,-52.56,-3.6877,5.5892,-0.96,-7406.36,0,-2.5947,4791.9,12844.918,16.383,-346.9,,TRUE
3.2278,9.468,1,2755.86,3.592,-11422.98,-9.2547,-2134.66,-54.25,-3.3951,7.144,-0.96,-6353.5,0,-2.1594,4420.8,12811.512,14.67,-305.068,22.24,TRUE
3.1349,11.12,0,2290.446,3.939,-7964.64,-12.342,-2088.54,-52.13,-4.059,11.414,-1.96,-6873.1,0,-1.6737,6695.1,12850.42,9.78456,128.2,,TRUE
4.058,7.9568,1,1875.36,1.25009,-6369.78,-12.303,-1584.47,-42.4062,-3.468,5.3376,-1.96,-7447.38,1,-1.6848,1325.1,12982.5,13.524,-317.788,,FALSE
3.681,6.8484,1,4546.86,3.353,-6852.18,-8.2656,-1792.97,-72.99,-3.8153,5.2682,-0.96,-7232.658,0,-1.59,2158.08,12819.08,10.4211,-178.86,,FALSE
3.0311,8.1232,0,3000.36,1.25624,-8219.58,-7.5309,-2020.08,-45.001,-3.9729,8.942,-0.96,-6667.3,0,-5.751,1905.24,13021.68,16.929,-345.12,18.1,FALSE
2.7455,8.566,1,2725.26,2.1625,-7880.133,-10.101,-2116.44,-42.3255,-4.603,5.2586,-0.96,-5491.1,1,-2.2206,2799,12910.78,13.506,-293.288,21.22,TRUE
3.4927,9.878,1,2476.11,2.2183,-7301.28,-8.7387,-2125.74,-53.09,-4.446,5.679,-1.96,-7142.68,1,-11.76,2360.58,12830.103,13.158,-190.9,23.5,TRUE
4.382,7.804,1,2246.19,1.25311,-8206.08,-7.9671,-1345.07,-50.471,-4.2948,4.9292,-0.96,-7186.26,1,-1.9104,973.5,12811.496,14.106,-358,21.5,FALSE
2.56805,8.998,0,2181.06,2.332,-7295.88,-10.212,-2199.07,-44.579,-4.363,6.1456,-1.96,-5582.1,0,-8.409,2460,12813.448,16.344,-217.82,,TRUE
4.347,12.602,1,2386.68,1.4813,-1996.98,-9.2127,-2311.27,-43.809,-3.452,5.7796,-1.96,-7079.22,0,-2.8062,3952.8,12823.11,11.7177,-23.4,,TRUE
3.565,8.2128,1,2634.66,1.338,-8043.84,-7.5501,-2152.6,-49.922,-5.307,10.434,-0.96,-6277.9,0,-9.12,1893.06,12676.48,10.1706,31,22.32,FALSE
5.611,8.1174,1,2105.43,1.657,-7312.08,-9.1701,-1990.75,-54.4,-3.6665,6.968,-1.96,-7309.92,1,-5.01,2604.9,12853.9,11.634,-284.182,,FALSE
3.4188,7.6672,1,2948.16,1.9431,-7365.18,-7.05369,-2141.11,-43.933,-4.0856,9.054,-1.96,-6567.1,0,-3.5928,1876.47,12938.04,9.78375,1267.4,,TRUE
3.0176,7.2782,0,3358.26,1.26839,-8544.18,-12.183,-2178.37,-46.651,-3.5428,7.416,-1.96,-5612.3,0,-2.8092,1248.6,12958.56,10.8789,-185.68,,FALSE
4.049,7.7718,0,2891.76,1.4728,-6589.38,-11.517,-2141.64,-47.219,-3.4703,11.61,-1.96,-6803.1,0,-2.5812,4419.9,12771.12,15.099,-213.06,,FALSE
2.8757,8.7,1,2231.19,1.4455,-7678.38,-9.963,-855.17,-44.298,-3.7614,4.79742,-0.96,-7354.48,0,-1.5105,1719.6,12761.14,11.4876,-327.94,19.76,FALSE
3.697,6.967,0,5143.56,1.5855,-8020.59,-9.8319,-2294.27,-59.78,-3.8325,5.485,-1.96,-6746.1,0,-14.265,2286.6,12776.94,13.986,-276,27.7,TRUE
2.7244,9.09,1,2639.46,2.849,1738.02,-7.2369,-2208.87,-45.58,-3.4413,5.6746,-1.96,-5774.7,1,-4.575,1765.8,12820.858,18.51,-230.14,,TRUE
2.8768,8.0288,0,2925.96,1.3359,-3235.98,-6.96147,-1962.37,-54.82,-3.5235,6.5442,-1.96,-7818.7,0,-5.289,2751.9,12804,9.9192,353,,TRUE
3.975,7.1796,1,2269.917,1.4296,-9744.78,-8.8818,-2381.77,-54.4,-3.5058,5.8674,-1.96,-6678.7,1,-1.7517,-71.4,13174.56,13.932,-252.3,21.8,FALSE
4.282,7.6098,0,2210.85,1.5553,-8033.64,-9.8223,-1958.57,-43.853,-4.991,5.4292,-1.96,-7247.358,1,-2.6727,4720.8,12932.58,12.612,-330.44,22.64,FALSE
3.3058,8.4722,1,2298.405,1.2300222,-8029.29,-8.835,-2147.46,-82.45,-4.903,8.52,-0.96,-6407.9,0,-2.1735,1227.3,14638.56,11.2425,-197.68,,FALSE
6.426,6.9904,1,3000.36,1.6228,-7130.88,-7.06086,-2061.78,-44.793,-4.335,10.362,-0.96,-7291.16,0,-6.357,2679.9,12819.634,22.773,-272.16,,TRUE
4.101,9.454,0,2513.85,1.2791,-7984.11,-8.0679,-2099.12,-49.459,-4.967,8.932,-1.96,-6894.3,0,-1.32306,-1044.9,12900.8,12.4653,-296.198,20.38,FALSE
2.9601,7.8262,0,2148.96,1.432,-11674.98,-10.254,-2174.09,-65.07,-3.4767,6.884,-0.96,-5747.5,0,-4.86,1821.66,12793.16,11.091,-311.558,,FALSE
3.952,8.2668,1,2922.66,1.28191,-8356.68,-9.3969,-798.17,-49.007,-3.5159,4.79954,-1.96,-7158.44,1,-5.727,2585.7,12824.602,9.9687,-824.8,,TRUE
2.7906,9.498,0,2429.73,1.24986,-3628.98,-11.472,-1747.57,-44.217,-3.4803,4.764,-0.96,-7183.26,1,-3.3105,2772.3,12906.2,13.791,-225.7,,TRUE
2.6354,7.9176,1,2029.8,1.23848,-4603.98,-7.236,-2223.67,-53.58,-3.5444,6.882,-1.96,-4069.7,0,-4.605,1724.4,12790,11.4648,61.2,18.32,FALSE
2.9915,7.8058,0,2767.26,1.2300331,-8910.18,-10.173,-2125.7,-59.83,-3.6728,8.086,-1.96,-6173.9,1,-1.5324,9467.1,12528.36,11.1828,-299.0484,23.72,TRUE
3.3217,8.266,0,2148.93,1.31438,-8695.68,-9.5808,-2169.55,-45.955,-3.599,5.2842,-1.96,-6862.9,1,-4.182,2250.54,12823.982,11.7708,-285.026,20.68,FALSE
5.42,6.9582,1,1928.46,1.232383,-7638.09,-7.1919,-2120.73,-53.43,-5.4,7.952,-0.96,-7204.24,1,-2.4399,3568.5,12874.02,13.059,-167.78,19.74,FALSE
2.8482,7.093,1,4188.36,1.5052,-8079.15,-7.1766,-2030.5,-57.72,-4.473,9.528,-1.96,-6439.9,0,-3.6288,1991.01,12764.8,10.251,-721,23.28,TRUE
3.442,8.3866,1,2392.38,1.5861,-5927.58,-7.6905,-2337.87,-75.65,-3.5389,5.189,-0.96,-6933.5,1,-8.985,2196.57,12744.3,11.4624,-106.02,23.38,FALSE
6.845,7.8892,0,3049.56,1.8226,-3376.98,-10.896,-2001.45,-44.352,-3.4708,8.668,-1.96,-7251.6752,0,-7.422,1851.75,12788.86,9.8118,-185.58,18.36,FALSE
3.0065,6.8676,1,1965.96,2.667,-8099.79,-10.623,-1640.27,-43.3,-5.296,4.8622,-0.96,-6698.7,1,-8.301,1979.55,12996.68,13.728,-351.16,,FALSE
3.0691,10.376,1,2250.78,1.25445,-8314.98,-7.2594,-2065.12,-59.92,-4.2386,6.894,-0.96,-6875.7,1,-7.92,2408.7,13069.36,9.77934,-748.2,,FALSE
4.333,8.1024,1,2149.02,1.27171,-4570.98,-8.4828,-2123.4,-54.8,-3.4039,5.324,-0.96,-7171.96,0,-3.1155,2385.84,12815.874,11.1561,-156.66,,FALSE
4.194,6.7674,0,482.16,1.25685,-8287.68,-10.068,-2042.59,-51.372,-4.54,6.4342,-1.96,-7218.06,0,-1.7499,8558.1,12901.62,10.4796,-467.76,23.78,TRUE
2.6254,6.9142,0,5169.96,5.024,-8019.87,-7.02654,-2157.19,-42.905,-5.457,7.172,-1.96,-1783.7,1,-4.962,2846.7,12814.884,14.931,-293.788,23.24,TRUE
3.656,6.66886,0,15433.26,1.8536,-7234.08,-10.23,-4827.17,-43.719,-4.421,4.80712,-1.96,-6402.9,1,-2.1669,626.7,12905.32,9.72255,3042.4,,TRUE
4.116,7.4118,0,2098.14,2.477,-7799.34,-10.851,-2095.65,-69.11,-5.754,13.15,-1.96,-7044.7,0,-6.588,2083.113,12855.02,10.0764,263.6,,FALSE
4.98,7.7326,1,2918.16,2.967,-7816.92,-7.01478,-2164.88,-71.25,-5.049,5.2262,-1.96,-7048.5,0,-5.469,1718.7,12928.62,11.382,-245.54,,TRUE
3.576,8.754,1,2827.56,1.4929,-6651.78,-10.881,-2025.58,-42.5485,-3.6465,9.158,-1.96,-7304.3,1,-2.82,4173.3,12014.16,11.6586,-304.096,,TRUE
2.913,7.5204,0,3825.66,4.516,-7589.58,-8.9721,-483.17,-50.962,-6.091,4.8574,-1.96,-7199.54,0,-3.8499,936,12834.704,10.9476,-282.216,20.3,FALSE
2.56487,8.5272,0,2583,1.24251,-7946.58,-10.866,-1994.66,-52.78,-4.699,6.08,-1.96,-2221.7,0,-4.317,1957.11,12882.16,12.3381,-342.16,,FALSE
4.149,8.612,1,2626.86,2.0472,-8553.18,-7.2039,-2070.473,-58.34,-3.7976,7.828,-0.96,-7035.9,1,-4.503,2786.7,12755.7,14.352,-330.08,,TRUE
3.2261,8.842,0,2478.6,1.2300298,-7269.18,-9.0924,-2008.6,-69.98,-4.827,7.406,-1.96,-7737.9,0,-3.6363,3718.5,12846.008,12.633,-185.1,22.1,TRUE
6.613,11.024,1,2237.82,2.723,-8253.48,-7.4517,-2029.91,-69.84,-3.6683,8.044,-1.96,-7231.184,1,-2.6028,1898.7,12767.12,11.4204,-357.06,20.96,FALSE
4.865,7.6612,0,2293.068,2.578,-8017.14,-7.11321,-2231.17,-64.7,-3.8432,7.378,-1.96,-6887.3,1,-3.5472,1159.8,12888.62,10.791,-12.8,,FALSE
3.1679,9.07,0,2626.26,1.29229,-7772.4,-7.263,-1955.87,-58.1,-4.1135,5.4558,-0.96,-6662.5,0,-10.695,1861.68,12804.72,13.305,-314.322,18.66,FALSE
3.989,13.842,1,2230.26,1.2300043,-7278.48,-7.6797,-1142.87,-78.27,-3.9899,4.9916,-1.96,-7468.7,0,-2.394,1785.9,12868.86,10.6998,-288.422,19.66,FALSE
4.816,7.3308,1,1946.16,1.2408,-4489.98,-8.8488,-2250.47,-56.58,-3.42441,6.4712,-1.96,-7119.8,0,-5.307,2906.7,12423.36,12.618,-129.2,21.14,FALSE
4.405,10.488,0,2440.92,1.8217,-8043.03,-7.03299,-1212.17,-42.179,-4.1414,4.8204,-1.96,-7215.4,0,-6.927,2650.2,12863.98,10.6926,-440.86,23.58,TRUE
2.56689,8.3936,1,2308.509,1.3973,-7288.08,-11.97,-1878.87,-48.104,-4.0883,5.5754,-1.96,-8110.3,0,-4.488,1818.72,12897.84,14.613,-274.48,,TRUE
2.916,7.2722,1,2486.52,2.836,-7655.79,-7.7742,-1894.17,-43.561,-7.031,5.9112,-0.96,-7783.5,0,-8.844,2003.37,12855.22,15.102,-248.18,,FALSE
2.8469,10.258,1,2550.03,2.0342,-9522.78,-11.982,-2382.77,-48.201,-3.4404,5.766,-1.96,-5003.7,0,-8.028,2522.4,12960.66,15.66,-267.16,,TRUE
2.6273,8.0734,1,2208.84,1.5572,-7442.28,-8.6751,-2434.97,-42.0319,-4.728,5.562,-1.96,-5237.7,0,-2.4123,5004.6,12971.7,12.609,-78.8,17.52,FALSE
2.7768,7.4262,0,2248.47,1.6722,-7363.08,-7.8876,-2265.97,-42.6155,-4.433,5.8566,-1.96,-5966.3,1,-2.6811,1899,12841.116,10.8429,109.4,22.3,FALSE
3.749,8.1702,0,2237.64,1.4617,-7979.58,-12.009,-1788.97,-42.6759,-5.699,5.674,-1.96,-7249.195,1,-2.8515,1542.6,12824.578,12.582,-391.68,21.66,FALSE
2.9316,7.4498,1,1886.16,1.29261,-7902.579,-9.4404,-1953.07,-49.048,-6.007,6.5366,-1.96,-7293.92,0,-1.4421,-1935.9,12873.34,10.0182,-535.2,,FALSE
2.6331,7.3526,1,3066.06,1.9648,-8117.52,-7.6956,-2152.29,-61.22,-3.9756,7.576,-0.96,-2987.7,1,-3.1692,3567.3,12755.56,12.156,-245.58,,TRUE
3.112,7.1084,0,2226.03,1.233501,-7818.66,-10.371,-2186.47,-53.53,-6.874,6.2654,-1.96,-6821.9,0,-1.6773,6146.1,12848.846,12.4542,-177.92,22.76,FALSE
4.026,7.5464,1,3176.76,1.24375,-7884.369,-7.7583,-2042.11,-52.48,-4.855,6.4424,-0.96,-7006.5,0,-12.033,2064.63,12900.76,9.8121,-484.52,,FALSE
3.2792,9.678,1,2799.06,1.3842,-8140.53,-7.9794,-1881.27,-47.801,-4.762,6.1186,-1.96,-6921.7,1,-1.28133,14372.1,12759.16,10.9308,-630.4,,TRUE
3.2061,10.87,1,2192.85,1.234315,-8124.84,-7.05528,-1878.77,-48.193,-5,4.77094,-1.96,-6775.9,0,-2.8965,1177.5,12861.56,16.476,-317.656,20.2,FALSE
3.0502,7.2716,0,3248.76,1.6832,-6928.68,-9.723,-2264.47,-48.312,-4.183,6.3756,-0.96,-6177.1,0,-5.106,1716,12820.056,17.109,-211.12,,FALSE
4.018,7.611,1,3114.96,1.5259,-7236.48,-7.6977,-2884.27,-66.17,-4.331,5.0666,-1.96,-6927.9,0,-8.667,2510.1,12920.72,10.4181,393.8,,TRUE
2.8319,9.614,1,2088.39,1.24505,-18454.98,-6.96135,-2289.27,-60.68,-3.41261,4.9652,-1.96,-6450.3,1,-7.632,2805,12867.74,12.525,-373.92,,FALSE
2.9637,8.82,0,2685.06,1.423,-7865.886,-11.385,-2030.91,-65.81,-7.453,6.5644,-1.96,-6509.5,0,-1.26624,-3051.9,12764.52,10.0194,-367.72,,FALSE
2.9326,8.824,1,2893.86,1.24043,-7819.35,-11.709,-2167.58,-53.24,-3.5648,8.514,-0.96,-5302.9,1,-8.196,2382.63,12840.864,14.142,-243.7,25.38,TRUE
3.98,6.95,0,4425.06,1.5823,-6025.38,-7.5078,-1590.07,-51.99,-3.6898,4.9582,-0.96,-7303.06,0,-6.621,2517,12895.8,13.068,-241.46,,TRUE
3.1467,7.3566,1,2374.68,7.309,-8221.98,-11.208,-2084.458,-81.61,-4.0487,5.611,-0.96,-6889.7,1,-5.748,2621.1,12502.36,12.3312,-312.056,,FALSE
4.721,7.4618,1,3474.96,1.32445,-8104.26,-8.7756,-2411.37,-43.177,-4.352,5.5772,-0.96,-6917.3,0,-5.619,2830.5,12807.34,9.9282,62,22.08,TRUE
3.748,6.68828,0,6721.26,1.5909,-3211.98,-9.1212,-1986,-44.011,-3.4987,6.3058,-1.96,-7370.82,1,-5.094,2647.8,12855.52,9.74106,979.4,,TRUE
4.775,12.468,0,2480.19,1.3995,-7503.18,-11.427,-2638.37,-45.332,-4.757,5.4078,-0.96,-6952.5,0,-6.078,2687.4,12533.36,14.052,-162.78,,TRUE
2.58988,7.2098,0,2528.52,2.342,-2941.98,-15.318,-1874.47,-56.67,-3.5169,5.8602,-1.96,-10637.7,0,-2.1486,1890.33,12875.58,10.6317,-30.2,,FALSE
3.2382,9.33,1,2187.06,2.695,-7645.32,-7.4586,-1688.97,-42.8325,-6.68,5.467,-0.96,-8017.3,0,-1.8762,5849.1,12637.24,9.74724,734,,TRUE
4.299,10.258,1,2202.81,1.4932,-7038.78,-8.9937,-1660.97,-43.422,-4.1236,5.3632,-0.96,-7524.7,1,-1.6626,7049.1,12922.52,21.69,-284.034,21.5,FALSE
3.1773,7.202,0,5061.36,1.3394,-7872.741,-11.289,-2219.27,-50.393,-6.124,5.6404,-0.96,-6230.1,1,-4.506,2566.8,12770.44,10.0956,-177.52,23.9,TRUE
2.9437,9.684,0,2620.26,1.4062,-6467.88,-9.93,-2040.36,-53.49,-3.8687,9.512,-0.96,-7025.5,1,-2.3619,900.9,13238.16,11.9184,-216.6,19.24,FALSE
2.60339,7.0144,1,1281.36,1.26565,-8113.92,-9.993,-2011.68,-48.887,-4.791,7.174,-0.96,-8214.9,0,-2.3409,4815.6,12855.8,20.136,-315.632,21.84,TRUE
2.9103,8.804,0,2353.08,1.31523,-8085.03,-7.9875,-3205.17,-43.154,-5.282,5.2276,-1.96,-3993.7,0,-2.2227,-611.7,12820.568,14.982,-224.76,,FALSE
5.996,7.6704,0,2161.17,1.2300023,-6980.58,-14.391,-2042.94,-73.85,-3.8799,7.672,-1.96,-7291.98,1,-2.6382,3491.1,12796.38,11.5203,-173.86,,TRUE
3.3409,8.588,0,2954.76,1.232346,-4852.98,-7.764,-3861.17,-46.23,-3.42738,4.79334,-1.96,-6438.3,0,-1.7814,5474.1,12854.22,15.333,-237,,TRUE
2.9021,7.352,1,3414.66,1.30487,-9176.58,-9.8265,-2008.38,-93.45,-3.7376,7.848,-0.96,-6863.7,0,-9.342,2583.6,12800.1,10.7469,-641.4,22.58,TRUE
2.759,8.022,0,2457.63,1.372,-7594.8,-10.164,-2153.58,-42.7679,-5.152,10.108,-0.96,-4833.7,1,-2.7876,2161.8,12833.676,9.9567,1166.6,19.92,FALSE
3.1988,6.858,1,5788.26,1.5909,-7143.78,-7.38,-2661.27,-45.188,-3.9866,5.0434,-1.96,-6369.7,1,-1.8045,1551.3,12769.76,10.6413,72,23.16,TRUE
4.094,6.6649,0,-6622.74,2.041,-7898.697,-9.2385,-1526.87,-53.86,-4.634,5.005,-0.96,-7397.72,0,-1.797,3934.2,12835.142,14.07,-304.878,,TRUE
2.7425,10.196,0,2551.35,2.1338,-8024.25,-10.821,-1742.87,-51.363,-5.343,5.293,-0.96,-6718.1,1,-3.2064,3615.9,12836.418,10.632,-575.8,,TRUE
3.753,7.8564,1,3251.46,1.9216,-6312.18,-8.2899,-2145.97,-43.714,-3.7552,8.082,-0.96,-6893.9,1,-3.7875,3083.4,12867.64,10.8999,62,27.14,TRUE
3.0697,8.872,0,2128.32,3.003,-8096.73,-9.5757,-1842.47,-45.53,-4.435,4.9076,-0.96,-6805.5,0,-4.1097,1527.6,12855.28,10.4277,-386.4,,FALSE
3.2504,10.716,1,2139.21,1.3305,-5056.98,-9.6753,-2173.71,-43.153,-3.4681,8.788,-1.96,-6939.7,1,-1.6455,11270.1,12825.122,18.429,-224.62,,FALSE
3.3166,10.81,1,2519.58,1.26608,-5303.28,-9.924,-1897.27,-49.088,-3.574,6.0324,-1.96,-7473.9,0,-2.0073,5798.1,12439.76,11.3112,-240.52,22.68,TRUE
3.3057,6.75374,0,8257.26,3.506,-8918.58,-9.282,509.83,-47.027,-4.332,4.8502,-0.96,-7043.7,1,-5.754,1918.77,12942.86,11.6436,-781.4,16.9,FALSE
4.044,7.0822,0,2435.85,1.2636,-6856.68,-13.65,-2173.5,-82.37,-4.161,6.834,-0.96,-7166.84,1,-3.1134,3342.3,12858.56,9.71454,2990.4,,TRUE
4.999,7.3556,0,2099.7,3.316,-2080.98,-10.677,-2896.97,-59.23,-3.4414,5.0264,-1.96,-7160.58,1,-1.26414,26354.1,12876.4,10.9908,168.2,,FALSE
4.573,9.668,1,2039.52,1.7231,-7989.12,-9.4284,-2077.7959,-76.16,-5.208,7.202,-1.96,-7136.08,1,-5.589,1704.6,12539.76,9.861,-209.38,,FALSE
2.933,7.0526,0,1908.66,3.168,-7351.68,-8.0199,-1296.57,-51.799,-4.56,4.9128,-0.96,-8111.5,1,-9.165,2413.2,12888.8,10.0131,174.2,,TRUE
3.0659,10.706,0,2129.88,2.0422,-8130.06,-10.2,-2348.07,-46.585,-4.2108,5.4526,-1.96,-6724.3,1,-1.7535,6848.1,12964.72,10.2972,-19.6,20.46,FALSE
2.6389,10.122,1,2211.87,1.7032,-8244.48,-8.2446,-2289.87,-48.163,-5.706,6.544,-1.96,-157.7,1,-3.5043,2042.61,12833.7,11.151,-293.548,,TRUE
3.0534,7.3384,1,2824.56,1.27865,-6607.98,-7.647,-2011.98,-44.139,-3.7977,7.682,-1.96,-7802.3,0,-3.183,4451.1,12788.82,11.8881,-218.06,21.38,FALSE
2.6222,9.806,0,2222.97,1.238525,-6053.88,-9.5796,-1965.67,-64.46,-3.6489,6.011,-1.96,-8353.7,1,-4.149,1967.82,12838.18,18.282,-271.9,22.32,FALSE
2.6129,6.70658,0,381.96,1.8774,-8422.68,-7.4655,-2024.62,-60.4,-4.277,8.014,-0.96,-7642.7,1,-5.952,2910.9,12863.2,10.248,-676.8,,TRUE
3.546,10.046,0,2243.61,1.5142,-7646.01,-10.299,-1853.17,-64.92,-5.913,6.2452,-0.96,-7614.7,0,-1.9314,2041.59,12815.534,10.3914,-193.14,,FALSE
2.7324,9.474,0,2576.13,1.6434,-4033.98,-11.319,-2119.55,-47.384,-3.5784,7.816,-1.96,-6632.9,0,-1.8213,6464.1,12837.89,10.5291,285.4,22.1,TRUE
3.995,8.5144,1,2090.73,1.5601,-7252.08,-7.3005,-2104.31,-49.434,-4.453,11.856,-0.96,-7084.06,1,-1.9719,347.4,12886.76,10.9623,115.8,,FALSE
2.745,7.265,1,1988.16,1.8939,-3781.98,-9.6444,-1858.17,-51.381,-3.4774,5.8328,-1.96,-8990.9,0,-3.5211,3289.8,12817.428,14.583,-263.44,,FALSE
5.354,9.284,0,2106.09,1.27103,-9169.08,-8.1654,-2123,-51.564,-3.5343,8.106,-1.96,-7152.84,0,-4.371,2968.8,12838.468,16.128,-280.384,23.22,TRUE
3.4752,12.27,0,2473.56,3.263,-7071.48,-11.673,-1809.07,-46.596,-4.1539,5.468,-1.96,-7191.76,1,-3.4263,1655.1,13095.76,19.299,-287.684,26.56,TRUE
4.274,6.6904,1,9664.26,2.38,-7477.68,-7.5471,-2112.65,-46.342,-4.87,11.314,-1.96,-7035.3,1,-1.9746,5507.1,12832.642,11.6532,-60.8,19.8,FALSE
3.794,9.342,1,2301.231,1.28065,-7811.16,-8.5128,-2002.02,-51.98,-3.6131,6.972,-1.96,-7325.58,0,-1.33518,16340.1,12778.06,10.9644,-334.26,,FALSE
4.339,12.5,0,2255.727,1.2300297,-8025.66,-7.5447,-2200.07,-43.421,-4.511,6.0982,-1.96,-6980.9,0,-6.759,2001.09,12899.3,10.7022,-175.06,,FALSE
2.7747,7.0494,0,2076.39,1.25551,-8233.08,-7.2597,-2198.27,-48.54,-4.3148,7.582,-0.96,-4263.7,1,-7.41,1899.18,12842.136,15.465,-266.82,,FALSE
2.7424,6.885,0,1482.96,2.576,-8373.48,-11.736,-2335.47,-44.775,-4.348,5.1826,-1.96,-4999.7,0,-2.2866,1808.04,12825.584,11.4285,-318.208,18.58,FALSE
5.641,6.8882,0,5197.56,1.7838,-9648.78,-9.6273,-2038.69,-54.53,-3.4364,8.846,-0.96,-7168.78,1,-10.383,2242.23,13599.56,16.161,-334.2,20.42,FALSE
3.1802,7.8496,1,2988.06,1.2302248,-10277.58,-9.279,641.83,-43.251,-3.5811,4.76936,-0.96,-6890.1,1,-10.401,1906.35,12883.04,11.6982,-595,,TRUE
5.354,9.086,1,2144.55,2.1616,-6272.58,-6.96558,-2192.47,-60.31,-3.7653,5.9836,-0.96,-7176.56,0,-2.991,1333.8,12763.08,11.0982,54.8,21.46,FALSE
2.7235,11.454,1,2200.41,1.235839,-8158.47,-12.201,-2269.77,-44.396,-3.653,5.578,-0.96,-6001.3,1,-5.211,2784.9,12891.9,13.248,-238.86,20.44,FALSE
2.7483,8.854,0,2452.59,2.233,-6367.98,-9.981,-1929.57,-44.294,-4.1242,6.6098,-0.96,-9597.7,0,-4.401,3339.3,13150.16,11.0751,-34.4,,TRUE
3.1189,10.466,1,2516.31,1.230235,-4351.98,-7.14246,-1987.71,-53.92,-3.40249,5.0128,-1.96,-6660.9,0,-8.727,1975.74,12836.226,12.2658,-269.64,,TRUE
